Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
Internal Operations Diagnostics,34160,INFO,LDAPS connection terminated successfully,LDAPS connection terminated successfully,"<timestamp> <seq_num> 34160 INFO System-Management: LDAPS connection terminated successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34160
                                 INFO System-Management: LDAPS connection terminated successfully, <log details>"
Internal Operations Diagnostics,34160,INFO,LDAPS connection terminated successfully,LDAPS connection terminated successfully,"<timestamp> <seq_num> 34160 INFO System-Management: LDAPS connection terminated successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34160
                                 INFO System-Management: LDAPS connection terminated successfully, <log details>"
Internal Operations Diagnostics,34161,WARN,LDAPS connection establishment failed with SSL error,LDAPS connection establishment failed with SSL error,"<timestamp> <seq_num> 34161 WARN System-Management: LDAPS connection establishment failed with SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34161
                                 WARN System-Management: LDAPS connection establishment failed with SSL error, <log details>"
Internal Operations Diagnostics,34161,WARN,LDAPS connection establishment failed with SSL error,LDAPS connection establishment failed with SSL error,"<timestamp> <seq_num> 34161 WARN System-Management: LDAPS connection establishment failed with SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34161
                                 WARN System-Management: LDAPS connection establishment failed with SSL error, <log details>"
Internal Operations Diagnostics,34162,WARN,LDAPS connection terminated with SSL error,LDAPS connection terminated with SSL error,"<timestamp> <seq_num> 34162 WARN System-Management: LDAPS connection terminated with SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34162
                                 WARN System-Management: LDAPS connection terminated with SSL error, <log details>"
Internal Operations Diagnostics,34162,WARN,LDAPS connection terminated with SSL error,LDAPS connection terminated with SSL error,"<timestamp> <seq_num> 34162 WARN System-Management: LDAPS connection terminated with SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34162
                                 WARN System-Management: LDAPS connection terminated with SSL error, <log details>"
Internal Operations Diagnostics,34163,WARN,LDAPS connection establishment failed with non-SSL error,LDAPS connection establishment failed with non-SSL error,"<timestamp> <seq_num> 34163 WARN System-Management: LDAPS connection establishment failed with non-SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34163
                                 WARN System-Management: LDAPS connection establishment failed with non-SSL error, <log details>"
Internal Operations Diagnostics,34163,WARN,LDAPS connection establishment failed with non-SSL error,LDAPS connection establishment failed with non-SSL error,"<timestamp> <seq_num> 34163 WARN System-Management: LDAPS connection establishment failed with non-SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34163
                                 WARN System-Management: LDAPS connection establishment failed with non-SSL error, <log details>"
Internal Operations Diagnostics,34164,WARN,LDAPS connection terminated with non-SSL error,LDAPS connection terminated with non-SSL error,"<timestamp> <seq_num> 34164 WARN System-Management: LDAPS connection terminated with non-SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34164
                                 WARN System-Management: LDAPS connection terminated with non-SSL error, <log details>"
Internal Operations Diagnostics,34164,WARN,LDAPS connection terminated with non-SSL error,LDAPS connection terminated with non-SSL error,"<timestamp> <seq_num> 34164 WARN System-Management: LDAPS connection terminated with non-SSL error, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 34164
                                 WARN System-Management: LDAPS connection terminated with non-SSL error, <log details>"
Internal Operations Diagnostics,34165,WARN,Docker Metrics,Docker Metrics,"<timestamp> <seq_num>System-Management Docker Metrics WARN Docker Metrics, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num>System-Management
                                 Docker Metrics WARN Docker Metrics, <log details>"
Internal Operations Diagnostics,34165,WARN,Docker Metrics,Docker Metrics,"<timestamp> <seq_num>System-Management Docker Metrics WARN Docker Metrics, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num>System-Management
                                 Docker Metrics WARN Docker Metrics, <log details>"
Internal Operations Diagnostics,34170,WARN,Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid cloud node is available.,Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid cloud node is available.,"<timestamp> <seq_num>34170 WARN System-Management Active pxGrid cloud node was unable to connect to cloud. Switchover will
                                 be attempted if standby pxGrid cloud node is available., <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num>34170
                                 WARN System-Management Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid
                                 cloud node is available., <log details>"
Internal Operations Diagnostics,34170,WARN,Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid cloud node is available.,Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid cloud node is available.,"<timestamp> <seq_num>34170 WARN System-Management Active pxGrid cloud node was unable to connect to cloud. Switchover will
                                 be attempted if standby pxGrid cloud node is available., <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num>34170
                                 WARN System-Management Active pxGrid cloud node was unable to connect to cloud. Switchover will be attempted if standby pxGrid
                                 cloud node is available., <log details>"
IPsec,93001,INFO,IPSec Operation Message,IPSec message,"<timestamp> <seq_num>IPSec IPSec Operation Message INFO IPSec message, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num>IPSec
                                 IPSec Operation Message INFO IPSec message, <log details>"
